Christian Code,DrugBank ID,AE(kcal/mol) 4NQC,AE(kcal/mol) 5U72,MEDIA GEO EA,SMILES,Common name
db7935,DB13668,"-8,5","-7,5","-7,98",NC1=C2CCCC2=NC2=C1CCCC2,Ipidacrine
db7938,DB13671,"-6,5","-8,7","-7,52",S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1,Sulbentine
db7941,DB13674,"-8,6","-7,7","-8,14",OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12,Cridanimod
db7942,DB13675,"-8,4","-8,3","-8,35",CC1=CC=C(C=C1N)S(=O)(=O)NC(=O)NC1CCCCC1,Metahexamide
db7943,DB13676,"-7,3","-9,5","-8,33",OC1=NC2CCCCN2C11CCN(CCCN2C3=CC=CC=C3CCC3=C2C=C(Cl)C=C3)CC1,Mosapramine
db7945,DB13678,-7,"-8,6","-7,76",O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1,Dihexyverine
db7947,DB13680,"-10,4","-8,2","-9,23",NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O,Naftazone
db7949,DB13682,"-7,1","-8,3","-7,68",[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,Cefpirome
db7950,DB13683,"-8,5","-7,8","-8,14",CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1,Quinisocaine
db7952,DB13685,-7,"-8,4","-7,67",C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@H]34)OC3CCCC3)[C@@H]1CC[C@@]2(O)C#C,Quingestanol
db7954,DB13687,"-7,3","-8,1","-7,69",CC(CCN1CCN(CC1)C1=CC=C(F)C=C1)N=C(O)C1=CN=CC=C1,Niaprazine
db7965,DB13708,"-6,9","-8,4","-7,61",NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1,Fenquizone
db7967,DB13710,"-6,4","-9,2","-7,67",[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)C=C(C)[C@]4(C)[C@@]3([H])CC[C@]12C,Metenolone
db7970,DB13713,"-6,8","-9,2","-7,91",OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1,Quifenadine
db7973,DB13717,-9,"-8,7","-8,85",CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,Phenothrin
db7974,DB13718,"-7,9","-8,2","-8,05",CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1,Hydroquinine
db7976,DB13720,-7,"-9,6","-8,20",C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1,Diphemanil
db7977,DB13721,"-9,3","-8,6","-8,94",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,Cypermethrin
db7978,DB13722,"-8,2","-6,9","-7,52",CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1,Pirprofen
db7981,DB13725,"-6,8","-8,4","-7,56",CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C,Terodiline
db7983,DB13727,"-8,6","-8,1","-8,35",C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1,Azapetine
db7984,DB13728,"-6,8","-8,9","-7,78",C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,Halometasone
db7985,DB13729,"-9,9","-8,4","-9,12",CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1,Camostat
db7986,DB13730,"-8,1",-7,"-7,53",OCN1C(=O)CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C1=O,Nifurtoinol
db7992,DB13739,"-7,6","-8,3","-7,94",[H][C@]12SC(C)(C)[C@@]([H])(N1C(=O)[C@@]2([H])NC(=O)CC1=CC=CC=C1)C(=O)OCOC(C)=O,Penamecillin
db7998,DB13752,-9,"-8,2","-8,59",CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,Tetramethrin
db8003,DB13757,"-8,1","-7,1","-7,58",OC(CNCCNC(=O)CC1=CC=C(O)C=C1)COC1=CC=CC=C1C#N,Epanolol
db8006,DB13760,"-8,1","-7,9","-8,00",CN(C)CC1=CC=C(CSCCNC(NCC2=CC=C3OCOC3=C2)=C[N+]([O-])=O)O1,Niperotidine
db8008,DB13764,"-8,1","-8,1","-8,10",C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,Monoxerutin
db8009,DB13766,"-9,5","-9,9","-9,70",CC1=CC=CC(C)=C1N=C(O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,Lidoflazine
db8014,DB13773,"-7,7","-7,3","-7,50",COC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)C=C1,Sulfamethoxypyridazine
db8019,DB13778,"-7,3","-8,2","-7,74",CC1=NN=C(SCC2=C(N3[C@H](SC2)[C@H](NC(=O)CN2C=C(Cl)C(=O)C(Cl)=C2)C3=O)C(O)=O)S1,Cefazedone
db8022,DB13782,"-7,4","-8,4","-7,88",C[N+](C)([O-])CCCN1C2=CC=CC=C2CCC2=CC=CC=C12,Imipramine oxide
db8023,DB13783,"-6,8","-8,5","-7,60",COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(=O)OCC(O)=O,Acemetacin
db8027,DB13788,"-8,6","-9,2","-8,89",CC1=CC=CC=C1CN1CCN(CCOC(C2=CC=CC=C2)C2=CC=CC=C2Cl)CC1,Chlorbenzoxamine
db8028,DB13790,"-8,1","-8,6","-8,35",ClC1=CC=C(OCC(=O)N2CCN(CC3=CC4=C(OCO4)C=C3)CC2)C=C1,Fipexide
db8029,DB13791,"-9,3","-10,3","-9,79",OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F,Penfluridol
db8037,DB13801,"-8,7","-7,9","-8,29",CC(N1NC(=N)CC1=O)C1=CC(Cl)=C(Cl)C=C1,Muzolimine
db8039,DB13804,"-8,5","-7,5","-7,98",O=C1NC(=S)NC(CC2=CC=CC=C2)=C1,Benzylthiouracil
db8041,DB13806,"-6,6",-9,"-7,71",O=C1N(C2=CC=CC=C2C1(CC1=CC=NC=C1)CC1=CC=NC=C1)C1=CC=CC=C1,Linopirdine
db8043,DB13808,"-8,7","-9,1","-8,90",CN1CCC2=C(C1)C1=CC=CC=C1N2CC1=CC=CC=C1,Mebhydrolin
db8046,DB13814,"-8,8","-9,4","-9,10",CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)OC1OC(=O)C2=CC=CC=C12,Talampicillin
db8050,DB13819,-8,"-7,3","-7,64",CCC(C1=NOC(CCN(CC)CC)=N1)C1=CC=CC=C1,Proxazole
db8055,DB13824,"-8,5",-8,"-8,25",COC(=O)CCC=C=CC[C@H]1[C@H](\C=C\[C@H](O)COC2=CC=CC=C2)[C@@H](O)CC1=O,Enprostil
db8058,DB13827,"-8,6","-7,6","-8,08",C1CC2=C(C1)C(NC1=NCCN1)=CC=C2,Indanazoline
db8059,DB13828,"-9,3","-8,5","-8,89",CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=C(F)C(OC2=CC=CC=C2)=C1,Cyfluthrin
db8061,DB13835,"-7,6","-7,4","-7,50",CCN(CC)CCN1C(=O)C(CC2=CC=C(OC)C=C2)=NC2=CC=CC=C12,Caroverine
db8062,DB13836,"-7,2",-8,"-7,59",[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=C)C1=CC=CC=C1)C(O)=O,Metampicillin
db8063,DB13837,"-6,3","-9,1","-7,57",OCCN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1F,Doxefazepam
db8069,DB13843,"-6,8",-9,"-7,82",[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1([H])[C@@]2([H])C=C(Cl)C2=CC(=O)C=C[C@]12C,Cloprednol
db8070,DB13844,"-6,6","-8,9","-7,66",CC[N+]1(C)CCCC(C1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Pipenzolate
db8071,DB13845,"-7,9","-7,6","-7,75",CCN(CC)CCOC1=CC=CC=C1C(=O)CCC1=CC=CC=C1,Etafenone
db8080,DB13855,"-8,3","-7,5","-7,89",OC1=CC=C(C=C1)C(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,Nifuroxazide
db8082,DB13857,"-6,4","-9,2","-7,67",[H][C@@]12CC[C@](C)(C(C)=O)[C@@]1(C)CCC1=C3CCC(=O)C=C3CC[C@@]21[H],Demegestone
db8091,DB13873,"-9,1","-8,1","-8,59",CC(C)(OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1)C(O)=O,Fenofibric acid
db8092,DB13874,-8,"-8,4","-8,20",CC(C)(O)CNC1=NC(=NC(NC2=CC(=NC=C2)C(F)(F)F)=N1)C1=NC(=CC=C1)C(F)(F)F,Enasidenib
db8096,DB13908,"-8,4","-6,9","-7,61",CCCCCC1=CC=C(C)C=C1O,Amylmetacresol
db8099,DB13918,"-7,8","-7,8","-7,80",COC(=O)C(C)OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1,Diclofop-methyl
db8100,DB13919,"-8,1","-8,4","-8,25",CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(O)=O,Candesartan
db8103,DB13927,"-6,9","-8,5","-7,66",BrC1=CC=CC(=C1)C1=NNC(=C1)C1=CC2=C(OCO2)C=C1,anle138b
db8105,DB13930,"-8,4","-8,4","-8,40",[H]N([C@H](CO)C1=CC(Cl)=CC=C1)C(=O)C1=CC(=CN1[H])C1=CC(=NC=C1Cl)N([H])C(C)C,Ulixertinib
db8106,DB13931,"-9,2",-10,"-9,59",CC1=CC(C)=C(C=C1)C(=O)OCC1=CC=C(C=C1)[C@@H](CN)C(=O)NC1=CC=C2C=NC=CC2=C1,Netarsudil
db8107,DB13934,"-8,4","-8,2","-8,30",O[C@H]([C@H]1CCCN1C1=CC=C(C#N)C(=C1)C(F)(F)F)C(F)(F)F,Ligandrol
db8108,DB13936,"-8,6","-8,3","-8,45",C[C@]1(CC(=NN1)C(F)(F)F)C(O)=NC1=CC(=C(C=C1)C#N)C(F)(F)F,JNJ-28330835
db8111,DB13939,"-8,2","-8,7","-8,45",[H][C@@](C)(O)[C@@]([H])(NC1=C(C)C(Cl)=C(C=C1)C#N)C1=NN=C(O1)C1=CC=C(C=C1)C#N,RAD-140
db8113,DB13941,"-9,6","-9,1","-9,35",ClC1=CC2=C(C=C1)C(=CC=N2)N1CCN(CCCN2CCN(CC2)C2=CC=NC3=C2C=CC(Cl)=C3)CC1,Piperaquine
db8114,DB13943,-8,-9,"-8,49",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,Testosterone cypionate
db8116,DB13946,"-7,9","-8,8","-8,34",CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,Testosterone undecanoate
db8117,DB13947,"-7,7","-10,4","-8,95",[H]N(N=C1CC[C@@]2(C)C(CC[C@@]3([H])[C@]4([H])CC[C@H](OC(=O)CCCCCC)[C@@]4(C)CC[C@]23[H])=C1)C(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,Testosterone enantate benzilic acid hydrazone
db8118,DB13948,"-7,7","-7,9","-7,80",COC1=CC(C#N)=C(OC)C=C1CCNCC1=C(O)C=CC=C1,"N-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine"
db8119,DB13950,"-9,1","-9,1","-9,10",CC1=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=C3N1[C@H](CN1CCOCC1)COC3=CC=C2,WIN 55212-2
db8122,DB13953,"-9,7","-9,2","-9,45",[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4[C@@]3([H])CC[C@]12C,Estradiol benzoate
db8123,DB13954,"-7,6","-9,1","-8,32",[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(O)=CC=C4[C@@]3([H])CC[C@]12C)OC(=O)CCC1CCCC1,Estradiol cypionate
db8125,DB13956,-7,"-8,9","-7,89",[H][C@@]12CC[C@H](OC(=O)CCCC)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Estradiol valerate
db8126,DB13957,-7,"-8,8","-7,85",COC1=CC(\C=N\N(C(=O)C(F)(F)F)C2=C(C)C=C(C)C=C2)=CC=C1,J147
db8138,DB13988,"-8,3","-7,8","-8,05",CC1CCN(CC[C@H]2CCCN2S(=O)(=O)C2=CC=CC(O)=C2)CC1,SB-269970
db8140,DB13990,"-7,9","-7,2","-7,54",CCCN(CCC)CCC1=CNC2=C1C(O)=CC=C2,Dipropyl-4-hydroxytryptamine
db8141,DB13991,"-8,7",-9,"-8,85",C(CC1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1)C1CCNCC1,Pipequaline
db8143,DB13993,"-7,9",-9,"-8,43",CN1N=CN=C1COC1=NN2C(C=C1C1CCC1)=NN=C2C1=C(F)C=CC=C1F,MRK-409
db8144,DB13994,"-6,9","-8,6","-7,70",CCCNC(=O)C1=C(N)C2=CC=CC(=C2N=N1)C1=C(F)C=CC=C1OC,AZD-7325
db8145,DB13997,"-6,9","-8,2","-7,52",[H][C@@]12COCCN1C(=O)C1=C(OCOC(=O)OC)C(=O)C=CN1N2[C@H]1C2=CC=C(F)C(F)=C2CSC2=CC=CC=C12,Baloxavir marboxil
db8147,DB14002,"-7,6","-8,7","-8,13",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(C)C(OC(C)=O)=C(C)C(C)=C2O1,D-alpha-Tocopherol acetate
db8148,DB14008,"-7,5","-7,6","-7,55",COC1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C=C1O,Hispidulin
db8151,DB14014,"-7,2",-8,"-7,59",CCCCCNC(=O)N1CCC(CN(CC2=CC=C(S2)[N+]([O-])=O)CC2=CC=C(Cl)C=C2)C1,SR-9011
db8152,DB14017,"-8,6","-8,9","-8,75",C[C@H](\C=C\C=C(/C)[C@H]1OC(=O)C[C@H](O)CC[C@@](C)(O)[C@@H](OC(=O)N2CCN(C)CC2)\C=C\[C@@H]1C)C1=CC=CC=N1,H3B-8800
db8154,DB14020,"-9,2","-8,2","-8,69",OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,Benzoin
db8157,DB14028,"-8,7","-8,4","-8,55",ClC1=CC=C2NC(=O)CN=C(C3=CC=CC=C3)C2=C1,Nordazepam
db8158,DB14029,"-8,3","-8,7","-8,50",FC1=C(C=C(C=N1)C1CC2CCC1N2)C1=CC=C(C=C1)C#N,Furafylline
db8159,DB14030,"-7,7","-7,3","-7,50",C[C@@H](CC1=CSC=C1)NC(=O)NC[C@H](CC1=CC=C(O)C=C1)N(C)C,PZM21
db8162,DB14034,"-8,8","-9,4","-9,10",CC1=C(CCC(=O)C2=CC=C(CC3SC(=O)NC3=O)C=C2)N=C(O1)C1=CC=CC=C1,Darglitazone
db8163,DB14035,"-7,9","-9,5","-8,66",O=C1NC(=O)C(CC2=CC=C3O[C@@H](CC4=CC=CC=C4)CCC3=C2)S1,Englitazone
db8171,DB14055,"-6,3","-9,7","-7,82",CC(=O)C[C@@H](C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,(S)-Warfarin
db8173,DB14060,"-7,7","-8,6","-8,14",CS(=O)(=O)NC1=CC=C(C=C1OC1CCCCC1)[N+]([O-])=O,NS-398
db8176,DB14064,"-7,8","-7,5","-7,65",CC(C)C(CCCN(C)CCC1=CC=CC=C1)(C#N)C1=CC=CC=C1,Emopamil
db8177,DB14065,"-7,7","-8,6","-8,14",COC1=CC=C(CN2CCN(CC2)C(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)C(OC)=C1OC,Lomerizine
db8179,DB14067,"-8,5","-11,4","-9,84",OC(COC1=CC=CC2=C1C=CC=N2)CN1CCN(CC1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1,Dofequidar
db8180,DB14068,"-6,8","-11,1","-8,69",[H]N1C(C)=C([C@@H](C2=CC(=CC=C2)[N+]([O-])=O)C(C(=O)OCCCN2CCC(CC2)(C2=CC=CC=C2)C2=CC=CC=C2)=C1C)C(=O)OC,Dexniguldipine
db8181,DB14069,"-6,8","-8,3","-7,51",[H]\C(COCC)=C(\[H])C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=C(NC(C)C)C=C1)C1=CC=C(NC(C)C)C=C1,ONT-093
db8182,DB14071,"-9,3","-8,3","-8,79",[H][C@]1(N)CC[C@@]([H])(C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,Desmethylsertraline
db8184,DB14075,"-8,1","-7,7","-7,90",OCN1C(NC(=O)NCNC(=O)NC2N(CO)C(=O)NC2=O)C(=O)NC1=O,Imidurea
db8187,DB14082,"-9,4","-7,9","-8,62",OC(=O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)C1=CC=CC=C1,Betiatide
db8188,DB14083,-8,"-7,3","-7,64",CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,Bisphenol A diglycidyl ether
db8190,DB14086,"-7,4","-7,7","-7,55",O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC=C(O)C(O)=C1,Cianidanol
db8195,DB14094,"-9,4","-7,4","-8,34",CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O,Tocopherylquinone
db8196,DB14097,"-8,5","-10,3","-9,36",[H]\C(=C(\[H])C1=C(C)CCCC1(C)C)\C(\C)=C(/[H])C([H])=C(\C(C)=C(\[H])C(O)=O)C1=CC(=CC=C1)C(O)=O,13-cis-12-(3'-Carboxyphenyl)retinoic acid
db8203,DB14120,"-9,8",-8,"-8,85",CC(C1=CC=CC=C1)C1=CC=C(O)C=C1O,Phenylethyl resorcinol
db8205,DB14122,"-8,4","-7,9","-8,15",COC1=C(C(=O)\C=C\C2=CC=CC=C2)C(O)=CC(O)=C1,Dihydroxymethoxychalcone
db8206,DB14125,"-8,2","-8,7","-8,45",[H][C@@]1(CCC2=CC=CC=C2N(CC(O)=O)C1=O)N[C@@H](CCC1=CC=CC=C1)C(O)=O,Benazeprilat
db8208,DB14127,"-7,9","-8,2","-8,05",C[C@H](C[C@@H](CC1=CC=C(C=C1)C1=CC=CC=C1)NC(=O)CCC(O)=O)C(O)=O,Sacubitrilat
db8209,DB14128,"-8,9","-9,5","-9,20",NC(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,Nadide
db8210,DB14129,"-9,4","-8,1","-8,73",COC1=CC(C[C@H](C)[C@H](C)CC2=CC3=C(OCO3)C=C2)=CC=C1O,Macelignan
db8211,DB14130,"-8,5","-7,1","-7,77",CCC(CC)C(=O)OC1=CC=CC=C1C(=O)OC,Methyl salicylate 2-ethylbutyrate
db8217,DB14152,-7,"-8,8","-7,85",[H][C@@]1(CC[C@]2(C)C1([H])CC[C@]1([H])[C@@]3(C)CC[C@]([H])(O)C(C)(C)[C@]3([H])CC[C@@]21C)C(C)(O)CCC=C(C)C,Ginsenosides
db8223,DB14176,"-8,7","-7,8","-8,24",OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,Benzylparaben
db8232,DB14191,-8,"-7,4","-7,69",N=C(NC1=CC=CC=C1)NC1=CC=CC=C1,Diphenylguanidine
db8233,DB14195,"-8,6","-7,3","-7,92",CC(C)NC1=CC=C(NC2=CC=CC=C2)C=C1,4-(Isopropylamino)diphenylamine
db8234,DB14196,"-8,4","-7,4","-7,88",C1CCC(CC1)NC1=CC=C(NC2=CC=CC=C2)C=C1,"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine"
db8238,DB14201,-7,"-8,1","-7,53",S(SC1=NC2=CC=CC=C2S1)C1=NC2=CC=CC=C2S1,"2,2'-Dibenzothiazyl disulfide"
db8240,DB14207,"-9,9","-8,7","-9,28",[H][C@]1(C[C@H](N(C1)C(=O)CP(O)(=O)CCCCC1=CC=CC=C1)C(O)=O)C1CCCCC1,Fosinoprilat
db8241,DB14208,"-7,3","-8,6","-7,92",[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(O)=O,Ramiprilat
db8242,DB14209,"-8,5","-8,8","-8,65",[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1[C@@]([H])(C[C@@]2([H])CCCC[C@]12[H])C(O)=O,Trandolaprilat
db8243,DB14210,"-8,9","-8,2","-8,54",COC1=C(OC)C=C2CN([C@@H](CC2=C1)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(O)=O,Moexiprilat
db8247,DB14217,"-8,8","-8,7","-8,75",C[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CC2=C(C[C@H]1C(O)=O)C=CC=C2,Quinaprilat
db8248,DB14218,"-8,4","-9,5","-8,93",CC1=NN(C=C1)C1=CC(Cl)=CC=C1[C@@H](OC1=NC(N)=NC(=C1)C1=CC=C(C[C@H](N)C(O)=O)C=C1)C(F)(F)F,Telotristat
db8251,DB14232,"-9,4","-8,8","-9,10",OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C1=CC=CC=N1,Deacetylbisacodyl
db8252,DB14471,"-8,2","-8,1","-8,15",CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)C1=CC=C(C=C1)C1=CC=CC=C1,2-Ethylhexyl 4-phenylbenzophenone-2'-carboxylate
db8265,DB14541,"-8,4","-9,3","-8,84",[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC3CCCC3)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Hydrocortisone cypionate
db8269,DB14545,"-7,1","-8,4","-7,72",[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,Hydrocortisone succinate
db8275,DB14568,"-7,7","-10,1","-8,82",[H][C@@](N(C(=O)[C@]1([H])CCC(=O)N1C1=NC=CC(=C1)C#N)C1=CC(F)=CN=C1)(C(=O)NC1CC(F)(F)C1)C1=C(Cl)C=CC=C1,Ivosidenib
db8280,DB14581,"-8,5","-9,6","-9,03",COC1=C(CNC(=O)C2=C(C)N([C@H](C)C3CCN(CC(F)(F)F)CC3)C3=CC=CC=C23)C(=O)NC(C)=C1,CPI-1205
db8282,DB14584,"-6,3","-9,2","-7,61",[H][C@@]12CC(=C)[C@](O)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],Segesterone
db8289,DB14627,"-7,5","-9,5","-8,44",CC(=O)OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(OC(C)=O)C=C1,Oxyphenisatin acetate
db8293,DB14631,"-6,7","-8,7","-7,63",[H][C@@]12CC[C@](O)(C(=O)COP(O)(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Prednisolone phosphate
db8294,DB14632,-7,"-8,3","-7,62",[H][C@@]12CC[C@](O)(C(=O)COC(=O)CC(C)(C)C)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Prednisolone tebutate
db8295,DB14633,"-6,8","-8,9","-7,78",[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Prednisolone hemisuccinate
db8296,DB14634,-7,"-9,3","-8,07",[H][C@@]12CC(=C)[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Fluprednidene acetate
db8297,DB14635,"-7,9",-8,"-7,95",COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(OS(O)(=O)=O)C(OC)=C2)=CC=C1O,Curcumin sulfate
db8298,DB14636,"-7,9","-7,7","-7,80",CN1N=C(N)C2=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C3=C2C1=NC=N3,Triciribine phosphate
db8299,DB14637,-7,"-9,4","-8,11",CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,Fluprednisolone acetate
db8300,DB14638,"-7,6","-7,5","-7,55",CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1,Diloxanide furoate
db8301,DB14639,"-7,9","-8,9","-8,39",C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CCCCCCCCC=C,Boldenone undecylenate
db8302,DB14640,"-7,1","-8,7","-7,86",[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Isoflupredone acetate
db8304,DB14643,"-7,3","-9,1","-8,15",[H][C@@]12CC[C@](OC(=O)CC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,Methylprednisolone aceponate
db8305,DB14644,"-7,2","-9,7","-8,36",[H][C@@]12CC[C@](O)(C(=O)COC(=O)CCC(O)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,Methylprednisolone hemisuccinate
db8307,DB14646,"-6,7","-8,9","-7,72",[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Prednisone acetate
db8309,DB14648,"-7,4","-7,7","-7,55",CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)OC(C)=O)[C@@H]12,Acetyl simvastatin
